apt_name,apt_address,apt_coordinates,apt_score,university_name,university_coordinates,university_score,supermarket_name,supermarket_coordinates,supermarket_score,gas_station_name,gas_station_coordinates,gas_station_score,gym_name,gym_coordinates,gym_score,subway_station_name,subway_station_coordinates,subway_station_score,bus_station_name,bus_station_coordinates,bus_station_score,drugstore_name,drugstore_coordinates,drugstore_score,pharmacy_name,pharmacy_coordinates,pharmacy_score,convenience_store_name,convenience_store_coordinates,convenience_store_score,restaurant_name,restaurant_coordinates,restaurant_score,police_name,police_coordinates,police_score,park_name,park_coordinates,park_score,cafe_name,cafe_coordinates,cafe_score,bank_name,bank_coordinates,bank_score
AMLI Lenox,3478 Lakeside Dr NE Atlanta GA 30326,"(33.8484071, -84.3571308)",0.010792462065311287,Medical Management Institute (MMI),"(33.85208099999999, -84.3663352)",0.003319042615394761,Publix Super Market at Lenox Marketplace,"(33.8509984, -84.3597748)",0.0030894228040575806,Total Breakthrough Center,"(33.8467351, -84.3588468)",0.0009535141456323302,LA Fitness,"(33.8441207, -84.374043)",0.03316094588895924,Lenox,"(33.8451145, -84.35867139999999)",0.0019070282912646607,Buckhead Station,"(33.84731039999999, -84.36745479999999)",0.004273111344159536,CVS,"(33.8533444, -84.3586985)",0.004424527468986992,Kroger Pharmacy,"(33.8454096, -84.3742781)",0.003853158425784185,CVS,"(33.8533444, -84.3586985)",0.004424527468986992,Maggiano's Little Italy,"(33.84832859999999, -84.3674279)",0.0035099303055653756,Atlanta Police Department Lenox Mall Mini Precinct,"(33.8461774, -84.3615644)",0.001106224297768822,"Local Roots, Inc.","(33.8486731, -84.37331309999999)",0.003853158425784185,Bistro Niko,"(33.84664639999999, -84.3688437)",0.004005868577920676,Bank of America Financial Center,"(33.8502328, -84.3640217)",0.0033572201534288844
Pencil Factory Flats,349 Decatur St SE Atlanta GA 30312,"(33.7495715, -84.3784316)",0.29618886176312686,Georgia State University,"(33.75306799999999, -84.38528190000001)",0.1707929365677952,Grant Park Market,"(33.7465247, -84.3707889)",0.08373852572606194,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.1045217565121501,Phoenix Athletic Club Inc,"(33.7574691, -84.3868226)",0.3184641872482228,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.03663560500515211,Alabama St & Broad St,"(33.753479, -84.391745)",0.3440651212839809,CVS,"(33.7407548, -84.3675947)",0.23508494593883902,"Rhonda L. Martin, PharmD","(33.7628483, -84.3730977)",0.131307939228018,Intown Market & Deli,"(33.74997500000001, -84.376891)",0.02093463143151549,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.38307789955917415,Superior Court-Criminal,"(33.75085599999999, -84.390919)",0.2873762400723794,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.07989205536655755,Starbucks,"(33.7565916, -84.3886734)",0.3328555629958933,Georgia's Own Credit Union,"(33.7574527, -84.3864832)",0.300003126587951
MAA Peachtree Hills,350 Peachtree Hills Ave NE Atlanta GA 30305,"(33.818359, -84.3752157)",0.00915957670504184,The Creative Circus,"(33.81304599999999, -84.36177599999999)",0.24602838118006737,The Fresh Market,"(33.811965, -84.391409)",0.0362195336657524,QuikTrip,"(33.82519639999999, -84.3622243)",0.09892758731672847,Piedmont Atlanta Fitness Center,"(33.8090436, -84.3918952)",0.03664825587122642,Lindbergh Center Transit Station,"(33.8231777, -84.3693878)",0.03348880222366645,Lindbergh Station - South Loop/Lindbergh Dr,"(33.82136550000001, -84.3690386)",0.07852823296481706,Walgreens,"(33.8337908, -84.38262209999999)",0.08932254707861786,CVS Pharmacy,"(33.8240175, -84.3634115)",0.09817134853799683,QuikTrip,"(33.82519639999999, -84.3622243)",0.09892758731672847,SweetWater Brewing Company,"(33.8087194, -84.3801857)",0.1723324547633416,Marta Police Department,"(33.8199444, -84.3680925)",0.0745996098501811,Frankie Allen Park,"(33.8352317, -84.3724361)",0.12343687270482846,Starbucks,"(33.818839, -84.388322)",0.032538284299017936,Bank of America Financial Center,"(33.8262661, -84.366568)",0.10200777731096626
Elevation 3505 Apartment Homes,3505 Redwine Rd Atlanta GA 30344,"(33.6615629, -84.5014187)",0.04601431257630823,Flight Buddies Foundation Inc,"(33.65809069999999, -84.50341139999999)",0.02032682518481108,Publix Super Market at Princeton Lakes,"(33.6564029, -84.510747)",0.026133751404187056,BJ's Wholesale Club,"(33.658956, -84.50471499999999)",0.014635314133063976,LA Fitness,"(33.6570167, -84.5082855)",0.024972710615911213,None,None,nan,Washington Rd & Lakemont Dr,"(33.651052, -84.489408)",0.008943803081316875,Walgreens,"(33.6563077, -84.5132892)",0.023519687352569662,CVS Pharmacy,"(33.6593889, -84.4992326)",0.02520526322916573,Walgreens,"(33.6563077, -84.5132892)",0.023519687352569662,Hao Chinese Cuisine,"(33.6562765, -84.5137957)",0.023809947549638624,East Point Police,"(33.6584232, -84.5036405)",0.02032682518481108,Stephanie Drive Park,"(33.6748569, -84.51423109999999)",0.03250760986476304,Starbucks,"(33.654293, -84.50318700000001)",0.039018563032113616,SunTrust,"(33.6555229, -84.5035515)",0.01788760616263375
Hudson Ridge,3505 Windy Ridge Ln SE Atlanta GA 30339,"(33.8989193, -84.458409)",0.0,DentalXP,"(33.8853558, -84.4611563)",0.0,Super Mercado La Villa,"(33.8935587, -84.4768756)",0.0,Sam's Mart,"(33.9005658, -84.47601519999999)",0.0,Windy Hill Athletic Club,"(33.9032548, -84.4668248)",0.0,None,None,nan,Windy Ridge Pkwy / 2500 Windy Ridge Building,"(33.903972, -84.457258)",0.0,CVS,"(33.90326909999999, -84.4604592)",0.0,Barnes Healthcare Services - Atlanta,"(33.9008151, -84.45251449999999)",0.0,CVS,"(33.90326909999999, -84.4604592)",0.0,Pappadeaux Seafood Kitchen,"(33.9031476, -84.4703402)",0.0,None,None,nan,Chattahoochee NRA--Powers Island Unit,"(33.9039013, -84.4420245)",0.0,Starbucks,"(33.900695, -84.477784)",0.0,affinity bank,"(33.88656829999999, -84.461344)",0.0
Redwine Creek,3507 Redwine Rd Atlanta GA 30344,"(33.6612694, -84.4991374)",0.0,Flight Buddies Foundation Inc,"(33.65809069999999, -84.50341139999999)",0.021952971199595966,Publix Super Market at Princeton Lakes,"(33.6564029, -84.510747)",0.030489376638218234,BJ's Wholesale Club,"(33.658956, -84.50471499999999)",0.016261460147848864,LA Fitness,"(33.6570167, -84.5082855)",0.030141408857334826,None,None,nan,Washington Rd & Lakemont Dr,"(33.651052, -84.489408)",0.004065365036962216,Walgreens,"(33.6563077, -84.5132892)",0.028398125396924313,CVS Pharmacy,"(33.6593889, -84.4992326)",0.02520526322916573,Walgreens,"(33.6563077, -84.5132892)",0.028398125396924313,Hao Chinese Cuisine,"(33.6562765, -84.5137957)",0.028978645791062234,East Point Police,"(33.6584232, -84.5036405)",0.022766044206988408,Stone Hogan Park,"(33.6710277, -84.4956706)",0.013285467142784266,Starbucks,"(33.654293, -84.50318700000001)",0.028643054301840883,SunTrust,"(33.6555229, -84.5035515)",0.02032682518481108
Park 35 Apartments,3529 Robins Landing Way Decatur GA 30032,"(33.7366879, -84.2744194)",0.04644602455910016,None,None,nan,ALDI,"(33.75402030000001, -84.2708176)",0.016414027182114082,CHEVRON FOOD MART,"(33.73878649999999, -84.2807284)",0.0196968326185369,Dennis gym saint phillps,"(33.7458869, -84.2894839)",0.016414027182114082,None,None,nan,Glenwood Rd & Candler Rd,"(33.738859, -84.287846)",0.013951923104796968,Walgreens,"(33.7314956, -84.2835054)",0.014316170167582978,"Angela C. Hairston, Pharm","(33.7313298, -84.2835913)",0.014316170167582978,Walgreens,"(33.7314956, -84.2835054)",0.014316170167582978,Little Caesars Pizza,"(33.73378, -84.284359)",0.014035627667643838,None,None,nan,Shoal Creek Park,"(33.7384843, -84.2701792)",0.009848416309268446,McDonald's,"(33.7322267, -84.2831209)",0.014596712667522119,None,None,nan
Summit Embry Hills,3544 Old Chamblee Tucker Rd Atlanta GA 30340,"(33.8858542, -84.2432319)",0.0,Stephenson Equipment Co,"(33.899166, -84.25295899999999)",0.0,Brito Supermarket,"(33.8851816, -84.2568117)",0.0,Texaco,"(33.8858409, -84.2500353)",0.0,Planet Fitness,"(33.884666, -84.248902)",0.0,None,None,nan,None,None,nan,None,None,nan,Kroger Pharmacy,"(33.8838171, -84.2478725)",0.0,Texaco,"(33.8858409, -84.2500353)",0.0,Moe's Southwest Grill,"(33.8852214, -84.2482983)",0.0,STOP Inc.,"(33.9002922, -84.2426972)",0.0,Pleasantdale Park,"(33.8921787, -84.2327816)",0.0,Dunkin',"(33.8859818, -84.2487116)",0.0,United Community Bank,"(33.8821595, -84.24603069999999)",0.0
Ashley Auburn Pointe,357 Auburn Pointe Dr Atlanta GA 30312,"(33.7523199, -84.3769701)",0.29618886176312686,Georgia State University,"(33.75306799999999, -84.38528190000001)",0.19636409822257148,Grant Park Market,"(33.7465247, -84.3707889)",0.08373852572606194,Boulevard Food Mart,"(33.7643807, -84.37236419999999)",0.08943867636498716,X3 Sports - Inman Park,"(33.76208309999999, -84.35991419999999)",0.10802006742876816,King Memorial Transit Station,"(33.7499506, -84.3755863)",0.05757023643666758,Alabama St & Broad St,"(33.753479, -84.391745)",0.4008212370443477,CVS,"(33.7407548, -84.3675947)",0.20891665664944462,"Rhonda L. Martin, PharmD","(33.7628483, -84.3730977)",0.09836740393694313,Intown Market & Deli,"(33.74997500000001, -84.376891)",0.03663560500515211,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.23682535888898168,Superior Court-Criminal,"(33.75085599999999, -84.390919)",0.3741570981252752,"Martin Luther King, Jr. National Historical Park","(33.7572984, -84.3735856)",0.053723766077163206,Starbucks,"(33.7565916, -84.3886734)",0.16418832728061403,Georgia's Own Credit Union,"(33.7574527, -84.3864832)",0.16418832728061403
MAA Buckhead,360 Pharr Rd NE Atlanta GA 30305,"(33.8372617, -84.37574950000001)",0.1382181838725125,Medical Management Institute (MMI),"(33.85208099999999, -84.3663352)",0.0780701329323723,Whole Foods Market,"(33.8408965, -84.3813921)",0.03938702532429208,QuikTrip,"(33.82519639999999, -84.3622243)",0.15952638275064246,LA Fitness,"(33.8441207, -84.374043)",0.09280799363338775,Lenox,"(33.8451145, -84.35867139999999)",0.07845135372958106,Piedmont Rd NE & E Paces Ferry Rd NE,"(33.8387984, -84.3687818)",0.08834790483573755,CVS,"(33.8421539, -84.3730168)",0.04396168119476259,CVS Pharmacy,"(33.8240175, -84.3634115)",0.16068835835839557,CVS,"(33.8421539, -84.3730168)",0.04396168119476259,Jason's Deli,"(33.846489, -84.37436579999999)",0.05617325930441888,Atlanta Police Department Lenox Mall Mini Precinct,"(33.8461774, -84.3615644)",0.0784133610525911,Frankie Allen Park,"(33.8352317, -84.3724361)",0.029771269681228826,Bistro Niko,"(33.84664639999999, -84.3688437)",0.0768102741772461,Patriot Capital,"(33.8522449, -84.3786001)",0.06798424227929467
The Atlantic Aerotropolis,3640 S Fulton Ave Atlanta GA 30354,"(33.6547048, -84.4106316)",0.0015717498569947465,FlightSafety International,"(33.6569444, -84.4277778)",0.0001984028881356659,Walmart Clinic Pharmacy,"(33.65646770000001, -84.42392819999999)",0.0001984028881356659,Shell,"(33.6619354, -84.41362459999999)",0.00018181830682029474,Quadrant Fitness,"(33.66027439999999, -84.4106178)",0.00011688319724161806,None,None,nan,DELTA BLVD,"(33.6544406, -84.4230943)",0.0001984028881356659,Walmart Pharmacy,"(33.65624519999999, -84.4242419)",0.0001984028881356659,"Darren W. Flowers, RPH","(33.6577522, -84.40647369999999)",6.85326689783125e-05,Super A Mart Inc,"(33.665042, -84.40804)",0.006808179375363972,Magnolia Grill,"(33.66006299999999, -84.425032)",0.0001984028881356659,Hapeville Police Department,"(33.6559551, -84.4124573)",0.00010749373472551851,Jess Lucas Y-Teen Park,"(33.6590543, -84.4111933)",0.0002597404383147068,McDonald's,"(33.65934180000001, -84.4287246)",0.0001984028881356659,Delta Community Credit Union,"(33.656229, -84.4241648)",0.0001984028881356659
Tremont Apartments,3645 Habersham Rd NE Atlanta GA 30305,"(33.85308, -84.38181999999999)",0.04215063216045517,Medical Management Institute (MMI),"(33.85208099999999, -84.3663352)",0.0074285891139263946,Whole Foods Market,"(33.8408965, -84.3813921)",0.05573724632531742,Shell,"(33.8562767, -84.3828766)",0.011611987181400206,LA Fitness,"(33.8441207, -84.374043)",0.04578026584217814,Buckhead Station,"(33.8488622, -84.3683277)",0.20039996296171844,Buckhead Station,"(33.84731039999999, -84.36745479999999)",0.007008636195551044,Walgreens,"(33.85516, -84.38311639999999)",0.01559127677526954,Kroger Pharmacy,"(33.8454096, -84.3742781)",0.006703215891278061,Walgreens,"(33.85516, -84.38311639999999)",0.01559127677526954,Jason's Deli,"(33.846489, -84.37436579999999)",0.006703215891278061,Atlanta Police Department Zone 2,"(33.8407317, -84.3726071)",0.04089563459831562,"Local Roots, Inc.","(33.8486731, -84.37331309999999)",0.006703215891278061,Bistro Niko,"(33.84664639999999, -84.3688437)",0.006779570967346307,Patriot Capital,"(33.8522449, -84.3786001)",0.006703215891278061
Overton Rise,3695 Cumberland Blvd Atlanta GA 30339,"(33.8863671, -84.4549796)",0.0,DeVry University,"(33.8778052, -84.46109229999999)",0.0,None,None,nan,Costco Gas Station,"(33.88239310000001, -84.47047189999999)",0.0,LA Fitness,"(33.8821401, -84.4584323)",0.0,None,None,nan,Akers Mill Rd & Cumberland Blvd,"(33.8887335, -84.4561233)",0.0,Walgreens,"(33.88774310000001, -84.47430299999999)",0.0,Barnes Healthcare Services - Atlanta,"(33.9008151, -84.45251449999999)",0.0,Walgreens,"(33.88774310000001, -84.47430299999999)",0.0,Maggiano's Little Italy,"(33.880858, -84.4677148)",0.0,None,None,nan,Palisades West Trail,"(33.89157, -84.44448709999999)",0.0,Barnes & Noble,"(33.8799562, -84.4636776)",0.0,affinity bank,"(33.88656829999999, -84.461344)",0.0
The Point At Westside,370 Northside Dr NW Atlanta GA 30318,"(33.7650807, -84.4047204)",0.3588042193716256,Georgia Institute of Technology,"(33.77561779999999, -84.39628499999999)",0.23098366076376367,Family Dollar,"(33.7727142, -84.4149278)",0.10112578171859214,Circle K,"(33.76961269999999, -84.405084)",0.10937348924430107,Georgia Tech Campus Recreation Center,"(33.7755602, -84.40356510000001)",0.27434052783768864,Vine City Transit Station,"(33.7565553, -84.4039849)",0.07028444706747215,Alabama St & Broad St,"(33.753479, -84.391745)",0.2283601515469739,Walmart Pharmacy,"(33.75575839999999, -84.41369139999999)",0.055008023805126864,"Amy T. Jackson, PharmD","(33.7684729, -84.3861967)",0.4093555882395895,Luckie Street Grocery Store,"(33.765137, -84.3964223)",0.09828201480045659,Hyatt Regency Atlanta,"(33.7613755, -84.38735559999999)",0.25787780675526706,Atlanta Police Department Magnolia Street Precinct,"(33.7580103, -84.4077087)",0.06658526564286836,English Avenue Urban Farm,"(33.7701551, -84.41718449999999)",0.07617628598097992,No Mas! Cantina,"(33.7499596, -84.4009973)",0.11618914049962854,Georgia's Own Credit Union,"(33.7574527, -84.3864832)",0.2713869378868881
Uptown Buckhead,3707 Roswell Rd NE Atlanta GA 30342,"(33.8560039, -84.3819259)",0.011642356233493235,Medical Management Institute (MMI),"(33.85208099999999, -84.3663352)",0.008009297961142327,Whole Foods Market,"(33.8408965, -84.3813921)",0.047594291415021785,Shell,"(33.8562767, -84.3828766)",0.0030858069150339913,LA Fitness,"(33.8441207, -84.374043)",0.03914856043770267,Buckhead Station,"(33.8488622, -84.3683277)",0.27025674163140023,Buckhead Station,"(33.84731039999999, -84.36745479999999)",0.007703877656869344,Walgreens,"(33.85516, -84.38311639999999)",0.0033410876804155203,Kroger Pharmacy,"(33.8454096, -84.3742781)",0.007398457352596362,Walgreens,"(33.85516, -84.38311639999999)",0.0033410876804155203,Jason's Deli,"(33.846489, -84.37436579999999)",0.007398457352596362,Atlanta Police Department Zone 2,"(33.8407317, -84.3726071)",0.04159087605963392,"Local Roots, Inc.","(33.8486731, -84.37331309999999)",0.007398457352596362,Bistro Niko,"(33.84664639999999, -84.3688437)",0.007474812428664607,Patriot Capital,"(33.8522449, -84.3786001)",0.007398457352596362
The Atlantic Ashford,3716 Ashford Dunwoody Rd NE Atlanta GA 30319,"(33.8995164, -84.3321117)",0.0,Not One More Life Inc,"(33.9104246, -84.3399695)",0.0,Publix Super Market at Oglethorpe Crossing,"(33.89049809999999, -84.3245522)",0.0,76,"(33.8926155, -84.32638089999999)",0.0,Cowart Family YMCA,"(33.898893, -84.333051)",0.0,None,None,nan,None,None,nan,Walgreens,"(33.8922241, -84.3250626)",0.0,"Hauyen T. Nguyen, Pharm","(33.90877119999999, -84.3490289)",0.0,Walgreens,"(33.8922241, -84.3250626)",0.0,Villa Christina Restaurant,"(33.91338649999999, -84.34196969999999)",0.0,None,None,nan,Blackburn Park,"(33.8954891, -84.3286255)",0.0,Starbucks,"(33.894485, -84.329325)",0.0,IBERIABANK,"(33.89072149999999, -84.32344259999999)",0.0
Park at the Marketplace,3725 Princeton Lakes Pky SW Atlanta GA 30331,"(33.6587286, -84.50770229999999)",0.04601431257630823,Flight Buddies Foundation Inc,"(33.65809069999999, -84.50341139999999)",0.022766044206988408,Publix Super Market at Princeton Lakes,"(33.6564029, -84.510747)",0.01730536349049908,BJ's Wholesale Club,"(33.658956, -84.50471499999999)",0.016261460147848864,LA Fitness,"(33.6570167, -84.5082855)",0.018468126556771675,None,None,nan,Washington Rd & Lakemont Dr,"(33.651052, -84.489408)",0.017074533155241305,Walgreens,"(33.6563077, -84.5132892)",0.016724843096361155,CVS Pharmacy,"(33.6593889, -84.4992326)",0.026831409243950614,Walgreens,"(33.6563077, -84.5132892)",0.016724843096361155,Hao Chinese Cuisine,"(33.6562765, -84.5137957)",0.017015103293430117,East Point Police,"(33.6584232, -84.5036405)",0.021952971199595966,Georgia Sports Park,"(33.6461951, -84.5159967)",0.03868693385826475,Starbucks,"(33.654293, -84.50318700000001)",0.04064470904689851,SunTrust,"(33.6555229, -84.5035515)",0.019513752177418638
Reserve at Redwine,3755 Redwine Rd Atlanta GA 30344,"(33.6614411, -84.50359650000001)",0.04601431257630823,Flight Buddies Foundation Inc,"(33.65809069999999, -84.50341139999999)",0.02113989819220352,Publix Super Market at Princeton Lakes,"(33.6564029, -84.510747)",0.02775989741897194,BJ's Wholesale Club,"(33.658956, -84.50471499999999)",0.014635314133063976,LA Fitness,"(33.6570167, -84.5082855)",0.025785783623303655,None,None,nan,Washington Rd & Lakemont Dr,"(33.651052, -84.489408)",0.012196095110886648,Walgreens,"(33.6563077, -84.5132892)",0.02404250016289314,CVS Pharmacy,"(33.6593889, -84.4992326)",0.022766044206988408,Walgreens,"(33.6563077, -84.5132892)",0.02404250016289314,Hao Chinese Cuisine,"(33.6562765, -84.5137957)",0.024332760359962104,East Point Police,"(33.6584232, -84.5036405)",0.02113989819220352,Stephanie Drive Park,"(33.6748569, -84.51423109999999)",0.03364929934826007,Starbucks,"(33.654293, -84.50318700000001)",0.03758685738315776,SunTrust,"(33.6555229, -84.5035515)",0.01788760616263375
Atler at Brookhaven,3833 Peachtree Rd NE Atlanta GA 30319,"(33.8574392, -84.3465416)",0.0,American College of Rheumatology,"(33.84862010000001, -84.34681049999999)",0.0010880075300574625,Publix Super Market at Lenox Marketplace,"(33.8509984, -84.3597748)",0.0030663054899431265,Total Breakthrough Center,"(33.8467351, -84.3588468)",0.004058182034653728,BUCKHEAD FITNESS BOOT CAMP,"(33.84912319999999, -84.3473788)",0.0014740747181423684,Lenox,"(33.8451145, -84.35867139999999)",0.003676776376400796,Brookhaven/Oglethorpe Station,"(33.86025, -84.339147)",0.0,CVS,"(33.8533444, -84.3586985)",0.0045159427689749065,Kroger Pharmacy,"(33.85642, -84.34468299999999)",0.0,CVS,"(33.8533444, -84.3586985)",0.0045159427689749065,New York Prime,"(33.8515119, -84.36442989999999)",0.0032955555791920116,Atlanta Police Department Lenox Mall Mini Precinct,"(33.8461774, -84.3615644)",0.0037536860356014853,Clack's Corner Park,"(33.8573151, -84.3313652)",0.0,The Bucket Shop Cafe,"(33.8493563, -84.3608524)",0.0030664903509872747,Bank of America Financial Center,"(33.8502328, -84.3640217)",0.003371910655260257
